ReportingArea,MMWR Year,MMWR Week,"Tuberculosis, Current week","Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tuberculosis, Cum 2019†","Tuberculosis, Cum 2019†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
PENNSYLVANIA,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,PENNSYLVANIA,,20200313,POINT (-77.838886 40.896694)
UTAH,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,UTAH,,20200355,POINT (-111.678222 39.323779)
COLORADO,2020,3,,U,,NC,,U,,U,,-,1,,,-,1,,COLORADO,,20200350,POINT (-105.547832 38.998552)
VERMONT,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,VERMONT,,20200308,POINT (-72.662695 44.075252)
KENTUCKY,2020,3,,U,,NC,,U,,U,,-,2,,,-,,-,KENTUCKY,,20200340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,PUERTO RICO,,20200367,POINT (-66.414655 18.215692)
MAINE,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,MAINE,,20200304,POINT (-69.06137 45.117911)
VIRGINIA,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,VIRGINIA,,20200336,POINT (-78.666382 37.510861)
ARIZONA,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,ARIZONA,,20200349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20200364,
WISCONSIN,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,WISCONSIN,,20200319,POINT (-89.732969 44.639954)
IDAHO,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,IDAHO,,20200351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,VIRGIN ISLANDS,,20200368,POINT (-64.840836 18.060868)
MICHIGAN,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,MICHIGAN,,20200317,POINT (-85.730977 44.874798)
GEORGIA,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,GEORGIA,,20200332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,,NEW YORK CITY,20200312,
ARKANSAS,2020,3,,U,,NC,,U,,U,,-,9,,,-,,-,ARKANSAS,,20200344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,MISSISSIPPI,,20200341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,3,,U,,NC,,U,,U,,-,3,,,-,,-,SOUTH DAKOTA,,20200327,POINT (-100.230491 44.43614)
WYOMING,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,WYOMING,,20200356,POINT (-107.55145 42.999627)
MISSOURI,2020,3,,U,,NC,,U,,U,,-,4,,,-,,-,MISSOURI,,20200324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200309,
CALIFORNIA,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,CALIFORNIA,,20200359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,WEST VIRGINIA,,20200337,POINT (-80.613729 38.642579)
FLORIDA,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,FLORIDA,,20200331,POINT (-82.420978 28.260731)
MONTANA,2020,3,,U,,NC,,U,,U,,-,1,,,-,,-,MONTANA,,20200352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,3,,U,,NC,,U,,U,,-,10,,,-,1,,,WEST NORTH CENTRAL,20200320,
MASSACHUSETTS,2020,3,,U,,NC,,U,,U,,-,2,,,-,,-,MASSACHUSETTS,,20200305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,3,,U,,NC,,U,,U,,-,2,,,-,1,,,MOUNTAIN,20200348,
INDIANA,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,INDIANA,,20200316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,,NON-US RESIDENTS,20200369,
US TERRITORIES,2020,3,,U,,NC,,U,,U,,-,0,,,-,,-,,US TERRITORIES,20200363,
TOTAL,2020,5,47,,288,,385,,716,,,-,22,,,-,5,,,TOTAL,20200570,
NEW HAMPSHIRE,2020,5,,-,2,,,-,1,,,-,1,,,-,,-,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429)
NEW YORK,2020,5,4,,16,,24,,10,,,-,1,,,-,,-,NEW YORK,,20200511,POINT (-75.59655 42.921241)
PACIFIC,2020,5,1,,72,,108,,225,,,-,1,,,-,1,,,PACIFIC,20200557,
WEST SOUTH CENTRAL,2020,5,1,,48,,26,,112,,,-,12,,,-,,-,,WEST SOUTH CENTRAL,20200543,
NEBRASKA,2020,5,,-,2,,2,,2,,,-,3,,,-,1,,NEBRASKA,,20200525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,5,4,,14,,24,,24,,,-,3,,,-,,-,,EAST SOUTH CENTRAL,20200538,
NORTH DAKOTA,2020,5,,-,3,,,-,,-,,-,2,,,-,,-,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305)
NEVADA,2020,5,,-,5,,,-,,-,,-,0,,,-,,-,NEVADA,,20200553,POINT (-114.916992 39.283294)
ILLINOIS,2020,5,,-,55,,7,,35,,,-,0,,,-,,-,ILLINOIS,,20200515,POINT (-89.148632 40.124144)
IOWA,2020,5,,-,4,,,-,2,,,-,1,,,-,,-,IOWA,,20200521,POINT (-93.500061 42.074659)
TEXAS,2020,5,,-,38,,14,,88,,,-,0,,,-,,-,TEXAS,,20200547,POINT (-99.317341 31.447238)
ALASKA,2020,5,,-,6,,1,,3,,,-,0,,,-,,-,ALASKA,,20200558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,5,,-,2,,1,,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785)
WASHINGTON,2020,5,,-,10,,14,,19,,,-,1,,,-,,-,WASHINGTON,,20200562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,5,1,,13,,11,,26,,,-,2,,,-,,-,,NEW ENGLAND,20200502,
RHODE ISLAND,2020,5,,-,2,,2,,1,,,-,0,,,-,,-,RHODE ISLAND,,20200507,POINT (-71.534637 41.572574)
OREGON,2020,5,,-,5,,4,,2,,,-,1,,,-,1,,OREGON,,20200561,POINT (-120.605279 43.940449)
DELAWARE,2020,5,,-,5,,,-,1,,,-,0,,,-,,-,DELAWARE,,20200529,POINT (-75.452394 38.994926)
ALABAMA,2020,5,,-,8,,6,,4,,,-,1,,,-,,-,ALABAMA,,20200539,POINT (-86.844516 32.756889)
KANSAS,2020,5,,-,3,,,-,1,,,-,1,,,-,,-,KANSAS,,20200522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,5,2,,30,,2,,1,,,-,1,,,-,,-,NORTH CAROLINA,,20200534,POINT (-79.130883 35.52603)
GUAM,2020,5,3,,6,,6,,5,,,-,0,,,-,,-,GUAM,,20200566,POINT (144.653198 13.3532)
NEW JERSEY,2020,5,1,,39,,1,,46,,,-,1,,,-,,-,NEW JERSEY,,20200510,POINT (-74.655514 40.110253)
PACIFIC,2020,13,6,,75,,291,,569,,,-,1,,,-,1,,,PACIFIC,20201357,
NEW MEXICO,2020,5,,-,4,,,-,6,,,-,1,,,-,,-,NEW MEXICO,,20200554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,5,6,,63,,47,,70,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20200514,
TENNESSEE,2020,5,3,,6,,7,,10,,,-,2,,,-,,-,TENNESSEE,,20200542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,5,,-,4,,2,,4,,,-,0,,,-,,-,CONNECTICUT,,20200503,POINT (-72.738288 41.575155)
MARYLAND,2020,5,,-,14,,8,,7,,,-,1,,,-,,-,MARYLAND,,20200533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,5,,-,11,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,5,,-,4,,5,,7,,,-,5,,,-,,-,OKLAHOMA,,20200546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,5,,-,3,,,-,4,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200565,POINT (145.725693 15.1834)
OHIO,2020,5,1,,19,,20,,11,,,-,0,,,-,,-,OHIO,,20200518,POINT (-82.70936 40.415534)
MINNESOTA,2020,5,,-,26,,5,,15,,,-,0,,,-,,-,MINNESOTA,,20200523,POINT (-94.198308 46.349153)
LOUISIANA,2020,5,,-,7,,4,,4,,,-,0,,,-,,-,LOUISIANA,,20200545,POINT (-91.840238 30.921314)
HAWAII,2020,5,,-,5,,6,,11,,,-,0,,,-,,-,HAWAII,,20200560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,5,7,,88,,71,,73,,,-,1,,,-,,-,,SOUTH ATLANTIC,20200528,
PENNSYLVANIA,2020,5,4,,10,,14,,14,,,-,1,,,-,,-,PENNSYLVANIA,,20200513,POINT (-77.838886 40.896694)
UTAH,2020,5,2,,3,,2,,3,,,-,0,,,-,,-,UTAH,,20200555,POINT (-111.678222 39.323779)
COLORADO,2020,5,,-,6,,1,,7,,,-,1,,,-,1,,COLORADO,,20200550,POINT (-105.547832 38.998552)
VERMONT,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,VERMONT,,20200508,POINT (-72.662695 44.075252)
KENTUCKY,2020,5,1,,5,,5,,3,,,-,2,,,-,,-,KENTUCKY,,20200540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,5,,-,3,,1,,5,,,-,0,,,-,,-,PUERTO RICO,,20200567,POINT (-66.414655 18.215692)
MAINE,2020,5,,-,3,,,-,1,,,-,1,,,-,,-,MAINE,,20200504,POINT (-69.06137 45.117911)
VIRGINIA,2020,5,1,,26,,5,,1,,,-,1,,,-,,-,VIRGINIA,,20200536,POINT (-78.666382 37.510861)
ARIZONA,2020,5,,-,7,,,-,13,,,-,1,,,-,,-,ARIZONA,,20200549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,5,,-,1,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20200564,
WISCONSIN,2020,5,,-,4,,6,,2,,,-,1,,,-,,-,WISCONSIN,,20200519,POINT (-89.732969 44.639954)
IDAHO,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20200551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200568,POINT (-64.840836 18.060868)
MICHIGAN,2020,5,2,,9,,7,,12,,,-,0,,,-,,-,MICHIGAN,,20200517,POINT (-85.730977 44.874798)
GEORGIA,2020,5,,-,32,,27,,17,,,-,0,,,-,,-,GEORGIA,,20200532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,5,,-,2,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20200512,
ARKANSAS,2020,5,1,,6,,3,,13,,,-,9,,,-,,-,ARKANSAS,,20200544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,5,,-,6,,6,,7,,,-,1,,,-,,-,MISSISSIPPI,,20200541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,5,,-,2,,,-,3,,,-,3,,,-,1,,SOUTH DAKOTA,,20200527,POINT (-100.230491 44.43614)
WYOMING,2020,5,,-,1,,,-,,-,,-,1,,,-,,-,WYOMING,,20200556,POINT (-107.55145 42.999627)
MISSOURI,2020,5,,-,4,,,-,6,,,-,4,,,-,1,,MISSOURI,,20200524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,5,9,,46,,39,,71,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200509,
CALIFORNIA,2020,5,1,,65,,83,,190,,,-,1,,,-,,-,CALIFORNIA,,20200559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,5,1,,2,,2,,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200537,POINT (-80.613729 38.642579)
FLORIDA,2020,5,3,,17,,26,,44,,,-,0,,,-,,-,FLORIDA,,20200531,POINT (-82.420978 28.260731)
TOTAL,2020,4,21,,286,,298,,578,,,-,22,,,-,5,,,TOTAL,20200470,
US RESIDENTS,2020,4,21,,284,,294,,564,,,-,22,,,-,5,,,US RESIDENTS,20200401,
NEW HAMPSHIRE,2020,4,,-,2,,,-,1,,,-,1,,,-,,-,NEW HAMPSHIRE,,20200406,POINT (-71.57139 43.680429)
NEW YORK,2020,4,1,,16,,18,,8,,,-,1,,,-,,-,NEW YORK,,20200411,POINT (-75.59655 42.921241)
PACIFIC,2020,4,2,,72,,95,,194,,,-,1,,,-,1,,,PACIFIC,20200457,
WEST SOUTH CENTRAL,2020,4,2,,44,,25,,89,,,-,12,,,-,,-,,WEST SOUTH CENTRAL,20200443,
NEBRASKA,2020,4,1,,2,,2,,2,,,-,3,,,-,1,,NEBRASKA,,20200425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,4,4,,14,,20,,22,,,-,3,,,-,,-,,EAST SOUTH CENTRAL,20200438,
NORTH DAKOTA,2020,4,,-,3,,,-,,-,,-,2,,,-,,-,NORTH DAKOTA,,20200426,POINT (-100.46931 47.446305)
MOUNTAIN,2020,4,,-,12,,,-,24,,,-,2,,,-,1,,,MOUNTAIN,20200448,
MONTANA,2020,5,,-,1,,,-,,-,,-,1,,,-,,-,MONTANA,,20200552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,5,,-,33,,7,,29,,,-,10,,,-,3,,,WEST NORTH CENTRAL,20200520,
NEVADA,2020,4,,-,5,,,-,,-,,-,0,,,-,,-,NEVADA,,20200453,POINT (-114.916992 39.283294)
ILLINOIS,2020,4,,-,55,,4,,15,,,-,0,,,-,,-,ILLINOIS,,20200415,POINT (-89.148632 40.124144)
IOWA,2020,4,,-,4,,,-,1,,,-,1,,,-,,-,IOWA,,20200421,POINT (-93.500061 42.074659)
TEXAS,2020,4,2,,34,,14,,69,,,-,0,,,-,,-,TEXAS,,20200447,POINT (-99.317341 31.447238)
ALASKA,2020,4,,-,6,,2,,2,,,-,0,,,-,,-,ALASKA,,20200458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,4,,-,2,,1,,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200430,POINT (-77.016275 38.904785)
WASHINGTON,2020,4,,-,10,,11,,15,,,-,1,,,-,,-,WASHINGTON,,20200462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,4,1,,13,,8,,16,,,-,2,,,-,,-,,NEW ENGLAND,20200402,
RHODE ISLAND,2020,4,,-,2,,1,,1,,,-,0,,,-,,-,RHODE ISLAND,,20200407,POINT (-71.534637 41.572574)
OREGON,2020,4,1,,5,,4,,2,,,-,1,,,-,1,,OREGON,,20200461,POINT (-120.605279 43.940449)
DELAWARE,2020,4,,-,5,,,-,1,,,-,0,,,-,,-,DELAWARE,,20200429,POINT (-75.452394 38.994926)
ALABAMA,2020,4,3,,8,,6,,3,,,-,1,,,-,,-,ALABAMA,,20200439,POINT (-86.844516 32.756889)
KANSAS,2020,4,,-,3,,,-,,-,,-,1,,,-,,-,KANSAS,,20200422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,4,,-,29,,,-,1,,,-,1,,,-,,-,NORTH CAROLINA,,20200434,POINT (-79.130883 35.52603)
GUAM,2020,4,,-,6,,3,,5,,,-,0,,,-,,-,GUAM,,20200466,POINT (144.653198 13.3532)
NEW JERSEY,2020,4,,-,39,,,-,46,,,-,1,,,-,,-,NEW JERSEY,,20200410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,4,,-,4,,,-,5,,,-,1,,,-,,-,NEW MEXICO,,20200454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,4,2,,64,,37,,42,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20200414,
TENNESSEE,2020,4,1,,6,,4,,7,,,-,2,,,-,,-,TENNESSEE,,20200442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,4,1,,4,,2,,,-,,-,0,,,-,,-,CONNECTICUT,,20200403,POINT (-72.738288 41.575155)
MARYLAND,2020,4,,-,14,,8,,1,,,-,1,,,-,,-,MARYLAND,,20200433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,4,,-,11,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,4,,-,4,,5,,6,,,-,5,,,-,,-,OKLAHOMA,,20200446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,4,,-,3,,,-,4,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200465,POINT (145.725693 15.1834)
OHIO,2020,4,,-,19,,19,,7,,,-,0,,,-,,-,OHIO,,20200418,POINT (-82.70936 40.415534)
MINNESOTA,2020,4,1,,25,,1,,7,,,-,0,,,-,,-,MINNESOTA,,20200423,POINT (-94.198308 46.349153)
LOUISIANA,2020,4,,-,7,,4,,4,,,-,0,,,-,,-,LOUISIANA,,20200445,POINT (-91.840238 30.921314)
HAWAII,2020,4,,-,5,,3,,9,,,-,0,,,-,,-,HAWAII,,20200460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,4,,-,87,,52,,62,,,-,1,,,-,,-,,SOUTH ATLANTIC,20200428,
PENNSYLVANIA,2020,4,,-,10,,8,,8,,,-,1,,,-,,-,PENNSYLVANIA,,20200413,POINT (-77.838886 40.896694)
UTAH,2020,4,,-,3,,,-,3,,,-,0,,,-,,-,UTAH,,20200455,POINT (-111.678222 39.323779)
COLORADO,2020,4,,-,6,,,-,4,,,-,1,,,-,1,,COLORADO,,20200450,POINT (-105.547832 38.998552)
VERMONT,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,VERMONT,,20200408,POINT (-72.662695 44.075252)
KENTUCKY,2020,4,,-,5,,4,,3,,,-,2,,,-,,-,KENTUCKY,,20200440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,4,,-,3,,1,,5,,,-,0,,,-,,-,PUERTO RICO,,20200467,POINT (-66.414655 18.215692)
MAINE,2020,4,,-,3,,1,,1,,,-,1,,,-,,-,MAINE,,20200404,POINT (-69.06137 45.117911)
VIRGINIA,2020,4,,-,26,,2,,1,,,-,1,,,-,,-,VIRGINIA,,20200436,POINT (-78.666382 37.510861)
ARIZONA,2020,4,,-,7,,,-,12,,,-,1,,,-,,-,ARIZONA,,20200449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200464,
WISCONSIN,2020,4,1,,4,,5,,1,,,-,1,,,-,,-,WISCONSIN,,20200419,POINT (-89.732969 44.639954)
IDAHO,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20200451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200468,POINT (-64.840836 18.060868)
MICHIGAN,2020,4,1,,9,,5,,11,,,-,0,,,-,,-,MICHIGAN,,20200417,POINT (-85.730977 44.874798)
GEORGIA,2020,4,,-,32,,27,,17,,,-,0,,,-,,-,GEORGIA,,20200432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200412,
ARKANSAS,2020,4,,-,6,,2,,10,,,-,9,,,-,,-,ARKANSAS,,20200444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,4,,-,6,,6,,9,,,-,1,,,-,,-,MISSISSIPPI,,20200441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,4,,-,2,,,-,2,,,-,3,,,-,1,,SOUTH DAKOTA,,20200427,POINT (-100.230491 44.43614)
WYOMING,2020,4,,-,1,,,-,,-,,-,1,,,-,,-,WYOMING,,20200456,POINT (-107.55145 42.999627)
MOUNTAIN,2020,14,3,,12,,35,,85,,,-,2,,1,,2,,,MOUNTAIN,20201448,
MISSOURI,2020,4,,-,4,,,-,6,,,-,4,,,-,1,,MISSOURI,,20200424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,4,1,,46,,26,,62,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200409,
CALIFORNIA,2020,4,1,,64,,75,,166,,,-,1,,,-,,-,CALIFORNIA,,20200459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,4,,-,2,,1,,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200437,POINT (-80.613729 38.642579)
FLORIDA,2020,4,,-,17,,13,,39,,,-,0,,,-,,-,FLORIDA,,20200431,POINT (-82.420978 28.260731)
MONTANA,2020,4,,-,1,,,-,,-,,-,1,,,-,,-,MONTANA,,20200452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,4,2,,32,,3,,18,,,-,10,,,-,3,,,WEST NORTH CENTRAL,20200420,
MASSACHUSETTS,2020,4,,-,9,,4,,13,,,-,2,,,-,,-,MASSACHUSETTS,,20200405,POINT (-71.481104 42.151077)
INDIANA,2020,4,,-,10,,4,,8,,,-,0,,,-,,-,INDIANA,,20200416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200469,
US TERRITORIES,2020,4,,-,8,,4,,14,,,-,0,,,-,,-,,US TERRITORIES,20200463,
MASSACHUSETTS,2020,5,1,,9,,7,,19,,,-,2,,,-,,-,MASSACHUSETTS,,20200505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,5,2,,12,,3,,29,,,-,2,,,-,1,,,MOUNTAIN,20200548,
INDIANA,2020,5,3,,10,,7,,10,,,-,0,,,-,,-,INDIANA,,20200516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200569,
US TERRITORIES,2020,5,3,,8,,7,,15,,,-,0,,,-,,-,,US TERRITORIES,20200563,
TOTAL,2020,11,53,,292,,1014,,1558,,,-,22,,4,,9,,,TOTAL,20201170,
PUERTO RICO,2020,11,,-,3,,6,,5,,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US RESIDENTS,2020,12,50,,290,,1097,,1677,,,-,22,,5,,10,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,2,,,-,3,,,-,1,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,2,,16,,40,,39,,,-,1,,,-,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241)
NEBRASKA,2020,12,,-,2,,3,,2,,,-,3,,,-,2,,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,12,,-,3,,4,,7,,,-,2,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
ILLINOIS,2020,12,,-,54,,28,,51,,,-,1,,1,,,-,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
TOTAL,2020,9,59,,292,,759,,1255,,,-,22,,1,,7,,,TOTAL,20200970,
US RESIDENTS,2020,9,56,,289,,741,,1231,,,-,22,,1,,7,,,US RESIDENTS,20200901,
NEW HAMPSHIRE,2020,9,,-,2,,,-,2,,,-,1,,,-,,-,NEW HAMPSHIRE,,20200906,POINT (-71.57139 43.680429)
NEW YORK,2020,9,2,,16,,32,,21,,,-,1,,,-,,-,NEW YORK,,20200911,POINT (-75.59655 42.921241)
PACIFIC,2020,9,2,,75,,179,,387,,,-,1,,,-,1,,,PACIFIC,20200957,
WEST SOUTH CENTRAL,2020,9,1,,38,,52,,196,,,-,12,,,-,1,,,WEST SOUTH CENTRAL,20200943,
NEBRASKA,2020,9,,-,2,,3,,2,,,-,3,,,-,2,,NEBRASKA,,20200925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,9,10,,14,,49,,45,,,-,3,,,-,,-,,EAST SOUTH CENTRAL,20200938,
NORTH DAKOTA,2020,9,,-,3,,2,,2,,,-,2,,,-,,-,NORTH DAKOTA,,20200926,POINT (-100.46931 47.446305)
NEVADA,2020,9,,-,5,,6,,7,,,-,0,,,-,,-,NEVADA,,20200953,POINT (-114.916992 39.283294)
ILLINOIS,2020,9,,-,55,,20,,51,,,-,1,,1,,,-,ILLINOIS,,20200915,POINT (-89.148632 40.124144)
IOWA,2020,9,,-,4,,,-,2,,,-,1,,,-,,-,IOWA,,20200921,POINT (-93.500061 42.074659)
TEXAS,2020,9,,-,30,,34,,158,,,-,0,,,-,,-,TEXAS,,20200947,POINT (-99.317341 31.447238)
ALASKA,2020,9,,-,6,,8,,6,,,-,0,,,-,,-,ALASKA,,20200958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,9,,-,3,,7,,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200930,POINT (-77.016275 38.904785)
WASHINGTON,2020,9,,-,10,,27,,40,,,-,1,,,-,,-,WASHINGTON,,20200962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,9,,-,13,,26,,44,,,-,2,,,-,,-,,NEW ENGLAND,20200902,
IOWA,2020,12,,-,4,,,-,4,,,-,1,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2020,12,,-,3,,9,,5,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,12,1,,13,,37,,56,,,-,2,,,-,,-,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,1,,2,,4,,3,,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
RHODE ISLAND,2020,9,,-,2,,2,,2,,,-,0,,,-,,-,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,1,,5,,6,,6,,,-,1,,,-,1,,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,,-,4,,,-,1,,,-,0,,,-,,-,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,2,,8,,12,,10,,,-,1,,,-,,-,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,8,,,-,4,,,-,1,,,-,,-,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,3,,29,,9,,7,,,-,1,,,-,,-,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,2,,6,,12,,9,,,-,0,,,-,,-,GUAM,,20200966,POINT (144.653198 13.3532)
