ReportingArea,MMWRYear,MMWRWeek,TuberculosisCurrentWeek,"Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag",TuberculosisCum2021,"Tuberculosis, Cum 2021†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2021†","Tularemia, Cum 2021†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
WASHINGTON,2021,33,1,,9,,125,,94,,,-,1,,,-,4,,WASHINGTON,,20213362,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,33,,-,10,,133,,155,,,-,1,,3,,3,,,NEW ENGLAND,20213302,
RHODE ISLAND,2021,33,,-,2,,11,,6,,,-,0,,,-,,-,RHODE ISLAND,,20213307,POINT (-71.534637 41.572574)
OREGON,2021,33,,-,4,,48,,41,,,-,1,,1,,1,,OREGON,,20213361,POINT (-120.605279 43.940449)
DELAWARE,2021,33,,-,17,,31,,7,,,-,0,,,-,1,,DELAWARE,,20213329,POINT (-75.452394 38.994926)
ALABAMA,2021,33,,-,7,,49,,37,,,-,1,,,-,,-,ALABAMA,,20213339,POINT (-86.844516 32.756889)
KANSAS,2021,33,,-,7,,25,,20,,,-,3,,10,,7,,KANSAS,,20213322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,33,7,,21,,83,,92,,,-,1,,1,,,-,NORTH CAROLINA,,20213334,POINT (-79.130883 35.52603)
GUAM,2021,33,,-,3,,40,,42,,,-,0,,,-,,-,GUAM,,20213366,POINT (144.653198 13.3532)
NEW JERSEY,2021,33,5,,86,,119,,88,,,-,1,,,-,2,,NEW JERSEY,,20213310,POINT (-74.655514 40.110253)
NEW MEXICO,2021,33,,-,3,,16,,15,,,-,0,,,-,1,,NEW MEXICO,,20213354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,33,11,,67,,383,,339,,,-,2,,7,,4,,,EAST NORTH CENTRAL,20213314,
NORTHERN MARIANA ISLANDS,2021,33,,-,2,,6,,23,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213365,POINT (145.725693 15.1834)
US RESIDENTS,2021,30,60,,334,,3208,,3976,,,-,6,,37,,59,,,US RESIDENTS,20213001,
TOTAL,2021,30,61,,341,,3252,,4054,,,-,6,,37,,59,,,TOTAL,20213070,
US RESIDENTS,2021,25,90,,334,,2505,,3346,,,-,8,,20,,37,,,US RESIDENTS,20212501,
NEW HAMPSHIRE,2021,25,,-,3,,4,,7,,,-,1,,,-,,-,NEW HAMPSHIRE,,20212506,POINT (-71.57139 43.680429)
NEW YORK,2021,25,3,,12,,67,,70,,,-,1,,,-,,-,NEW YORK,,20212511,POINT (-75.59655 42.921241)
HAWAII,2021,33,,-,5,,58,,64,,,-,0,,,-,,-,HAWAII,,20213360,POINT (-157.854309 21.361013)
PUERTO RICO,2021,33,,-,4,,8,,16,,,-,0,,,-,,-,PUERTO RICO,,20213367,POINT (-66.414655 18.215692)
PACIFIC,2021,25,9,,68,,708,,988,,,-,3,,,-,2,,,PACIFIC,20212557,
WEST SOUTH CENTRAL,2021,25,,-,31,,426,,529,,,-,1,,1,,10,,,WEST SOUTH CENTRAL,20212543,
NEBRASKA,2021,25,,-,3,,,-,17,,,-,1,,1,,1,,NEBRASKA,,20212525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,25,10,,12,,110,,144,,,-,2,,4,,1,,,EAST SOUTH CENTRAL,20212538,
NORTH DAKOTA,2021,25,,-,3,,6,,6,,,-,1,,1,,2,,NORTH DAKOTA,,20212526,POINT (-100.46931 47.446305)
NEVADA,2021,25,,-,4,,32,,30,,,-,0,,,-,,-,NEVADA,,20212553,POINT (-114.916992 39.283294)
ILLINOIS,2021,25,,-,35,,86,,83,,,-,1,,,-,2,,ILLINOIS,,20212515,POINT (-89.148632 40.124144)
IOWA,2021,25,,-,2,,2,,23,,,-,1,,1,,,-,IOWA,,20212521,POINT (-93.500061 42.074659)
TEXAS,2021,25,,-,25,,350,,420,,,-,0,,,-,,-,TEXAS,,20212547,POINT (-99.317341 31.447238)
ALASKA,2021,25,,-,4,,24,,35,,,-,0,,,-,,-,ALASKA,,20212558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,25,,-,2,,1,,9,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212530,POINT (-77.016275 38.904785)
WASHINGTON,2021,25,,-,8,,92,,76,,,-,2,,,-,1,,WASHINGTON,,20212562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,25,,-,10,,94,,118,,,-,1,,,-,2,,,NEW ENGLAND,20212502,
RHODE ISLAND,2021,25,,-,2,,7,,5,,,-,0,,,-,,-,RHODE ISLAND,,20212507,POINT (-71.534637 41.572574)
OREGON,2021,25,1,,4,,40,,32,,,-,1,,,-,,-,OREGON,,20212561,POINT (-120.605279 43.940449)
DELAWARE,2021,25,,-,2,,6,,7,,,-,1,,,-,,-,DELAWARE,,20212529,POINT (-75.452394 38.994926)
ALABAMA,2021,25,5,,7,,38,,30,,,-,1,,,-,,-,ALABAMA,,20212539,POINT (-86.844516 32.756889)
KANSAS,2021,25,,-,7,,20,,15,,,-,2,,5,,5,,KANSAS,,20212522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,25,14,,21,,55,,73,,,-,1,,1,,,-,NORTH CAROLINA,,20212534,POINT (-79.130883 35.52603)
GUAM,2021,25,2,,3,,25,,33,,,-,0,,,-,,-,GUAM,,20212566,POINT (144.653198 13.3532)
NEW JERSEY,2021,25,3,,86,,72,,60,,,-,1,,,-,,-,NEW JERSEY,,20212510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,25,1,,3,,13,,11,,,-,1,,,-,,-,NEW MEXICO,,20212554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,25,20,,66,,189,,253,,,-,2,,2,,3,,,EAST NORTH CENTRAL,20212514,
TENNESSEE,2021,25,3,,7,,42,,60,,,-,1,,1,,,-,TENNESSEE,,20212542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,25,,-,4,,18,,31,,,-,0,,,-,,-,CONNECTICUT,,20212503,POINT (-72.738288 41.575155)
MARYLAND,2021,25,4,,7,,71,,66,,,-,0,,,-,,-,MARYLAND,,20212533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,25,3,,8,,35,,15,,,-,0,,,-,,-,SOUTH CAROLINA,,20212535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,25,,-,5,,6,,29,,,-,1,,1,,1,,OKLAHOMA,,20212546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,25,,-,3,,,-,16,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212565,POINT (145.725693 15.1834)
OHIO,2021,25,,-,48,,17,,65,,,-,0,,,-,,-,OHIO,,20212518,POINT (-82.70936 40.415534)
MINNESOTA,2021,25,,-,17,,34,,55,,,-,0,,,-,,-,MINNESOTA,,20212523,POINT (-94.198308 46.349153)
LOUISIANA,2021,25,,-,7,,37,,49,,,-,1,,,-,,-,LOUISIANA,,20212545,POINT (-91.840238 30.921314)
HAWAII,2021,25,3,,5,,53,,47,,,-,0,,,-,,-,HAWAII,,20212560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,25,25,,51,,302,,580,,,-,1,,1,,1,,,SOUTH ATLANTIC,20212528,
PENNSYLVANIA,2021,25,2,,10,,73,,68,,,-,0,,,-,,-,PENNSYLVANIA,,20212513,POINT (-77.838886 40.896694)
UTAH,2021,25,,-,4,,2,,13,,,-,0,,,-,,-,UTAH,,20212555,POINT (-111.678222 39.323779)
COLORADO,2021,25,,-,7,,25,,24,,,-,1,,1,,,-,COLORADO,,20212550,POINT (-105.547832 38.998552)
VERMONT,2021,25,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20212508,POINT (-72.662695 44.075252)
KENTUCKY,2021,25,2,,5,,26,,34,,,-,2,,3,,1,,KENTUCKY,,20212540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,25,,-,4,,6,,10,,,-,0,,,-,,-,PUERTO RICO,,20212567,POINT (-66.414655 18.215692)
MAINE,2021,25,,-,1,,6,,9,,,-,0,,,-,,-,MAINE,,20212504,POINT (-69.06137 45.117911)
VIRGINIA,2021,25,3,,16,,56,,63,,,-,1,,,-,1,,VIRGINIA,,20212536,POINT (-78.666382 37.510861)
ARIZONA,2021,25,,-,6,,44,,81,,,-,0,,,-,1,,ARIZONA,,20212549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,25,,-,1,,,-,2,,,-,0,,,-,,-,,AMERICAN SAMOA,20212564,
WISCONSIN,2021,25,,-,4,,27,,18,,,-,1,,2,,,-,WISCONSIN,,20212519,POINT (-89.732969 44.639954)
IDAHO,2021,25,,-,1,,,-,7,,,-,1,,2,,,-,IDAHO,,20212551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,25,,-,0,,,-,4,,,-,0,,,-,,-,VIRGIN ISLANDS,,20212568,POINT (-64.840836 18.060868)
MICHIGAN,2021,25,,-,9,,,-,40,,,-,1,,,-,,-,MICHIGAN,,20212517,POINT (-85.730977 44.874798)
GEORGIA,2021,25,,-,11,,74,,131,,,-,0,,,-,,-,GEORGIA,,20212532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,25,16,,19,,244,,216,,,-,1,,,-,,-,,NEW YORK CITY,20212512,
ARKANSAS,2021,25,,-,4,,33,,31,,,-,1,,,-,9,,ARKANSAS,,20212544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,25,,-,3,,4,,20,,,-,0,,,-,,-,MISSISSIPPI,,20212541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,25,,-,1,,4,,10,,,-,0,,,-,,-,SOUTH DAKOTA,,20212527,POINT (-100.230491 44.43614)
WYOMING,2021,25,,-,1,,1,,,-,,-,1,,,-,1,,WYOMING,,20212556,POINT (-107.55145 42.999627)
MISSOURI,2021,25,,-,5,,36,,28,,,-,2,,1,,7,,MISSOURI,,20212524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,25,24,,102,,456,,414,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20212509,
CALIFORNIA,2021,25,5,,60,,499,,798,,,-,0,,,-,1,,CALIFORNIA,,20212559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,25,1,,2,,4,,8,,,-,0,,,-,,-,WEST VIRGINIA,,20212537,POINT (-80.613729 38.642579)
FLORIDA,2021,25,,-,12,,,-,208,,,-,0,,,-,,-,FLORIDA,,20212531,POINT (-82.420978 28.260731)
MONTANA,2021,25,1,,3,,1,,,-,,-,0,,,-,1,,MONTANA,,20212552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,25,,-,24,,102,,154,,,-,3,,9,,15,,,WEST NORTH CENTRAL,20212520,
MASSACHUSETTS,2021,25,,-,7,,59,,65,,,-,1,,,-,2,,MASSACHUSETTS,,20212505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,25,2,,15,,118,,166,,,-,2,,3,,3,,,MOUNTAIN,20212548,
INDIANA,2021,25,20,,5,,59,,47,,,-,1,,,-,1,,INDIANA,,20212516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20212569,
US TERRITORIES,2021,25,2,,7,,31,,65,,,-,0,,,-,,-,,US TERRITORIES,20212563,
US RESIDENTS,2021,32,32,,335,,3557,,4239,,,-,6,,46,,77,,,US RESIDENTS,20213201,
NEW HAMPSHIRE,2021,32,,-,3,,6,,7,,,-,1,,,-,,-,NEW HAMPSHIRE,,20213206,POINT (-71.57139 43.680429)
NEW YORK,2021,32,3,,12,,81,,95,,,-,1,,,-,,-,NEW YORK,,20213211,POINT (-75.59655 42.921241)
PACIFIC,2021,32,8,,68,,986,,1253,,,-,3,,1,,6,,,PACIFIC,20213257,
WEST SOUTH CENTRAL,2021,32,1,,32,,575,,672,,,-,1,,1,,16,,,WEST SOUTH CENTRAL,20213243,
NEBRASKA,2021,32,,-,2,,2,,25,,,-,1,,4,,4,,NEBRASKA,,20213225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,32,6,,13,,137,,176,,,-,2,,8,,2,,,EAST SOUTH CENTRAL,20213238,
NORTH DAKOTA,2021,32,,-,1,,6,,9,,,-,1,,1,,8,,NORTH DAKOTA,,20213226,POINT (-100.46931 47.446305)
NEVADA,2021,32,,-,4,,38,,35,,,-,0,,,-,,-,NEVADA,,20213253,POINT (-114.916992 39.283294)
ILLINOIS,2021,32,,-,35,,133,,122,,,-,1,,,-,2,,ILLINOIS,,20213215,POINT (-89.148632 40.124144)
IOWA,2021,32,,-,3,,21,,28,,,-,1,,1,,1,,IOWA,,20213221,POINT (-93.500061 42.074659)
TEXAS,2021,32,1,,26,,489,,535,,,-,0,,,-,,-,TEXAS,,20213247,POINT (-99.317341 31.447238)
ALASKA,2021,32,,-,4,,31,,40,,,-,0,,,-,,-,ALASKA,,20213258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,32,,-,2,,8,,11,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213230,POINT (-77.016275 38.904785)
WASHINGTON,2021,32,1,,9,,120,,94,,,-,1,,,-,4,,WASHINGTON,,20213262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,32,,-,10,,128,,150,,,-,1,,3,,3,,,NEW ENGLAND,20213202,
RHODE ISLAND,2021,32,,-,2,,11,,6,,,-,0,,,-,,-,RHODE ISLAND,,20213207,POINT (-71.534637 41.572574)
OREGON,2021,32,1,,4,,48,,40,,,-,1,,1,,1,,OREGON,,20213261,POINT (-120.605279 43.940449)
DELAWARE,2021,32,,-,17,,31,,7,,,-,0,,,-,1,,DELAWARE,,20213229,POINT (-75.452394 38.994926)
TOTAL,2021,31,50,,342,,3472,,4205,,1,,6,,44,,72,,,TOTAL,20213170,
US RESIDENTS,2021,27,40,,334,,2756,,3584,,,-,8,,26,,39,,,US RESIDENTS,20212701,
NEW HAMPSHIRE,2021,27,,-,3,,4,,7,,,-,1,,,-,,-,NEW HAMPSHIRE,,20212706,POINT (-71.57139 43.680429)
NEW YORK,2021,27,,-,12,,70,,76,,,-,1,,,-,,-,NEW YORK,,20212711,POINT (-75.59655 42.921241)
PACIFIC,2021,27,5,,68,,760,,1057,,,-,3,,,-,2,,,PACIFIC,20212757,
WEST SOUTH CENTRAL,2021,27,2,,31,,472,,575,,,-,1,,1,,10,,,WEST SOUTH CENTRAL,20212743,
NEBRASKA,2021,27,,-,3,,2,,18,,,-,1,,2,,1,,NEBRASKA,,20212725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,27,1,,12,,115,,151,,,-,2,,4,,1,,,EAST SOUTH CENTRAL,20212738,
NORTH DAKOTA,2021,27,,-,3,,6,,6,,,-,1,,1,,2,,NORTH DAKOTA,,20212726,POINT (-100.46931 47.446305)
NEVADA,2021,27,,-,4,,34,,32,,,-,0,,,-,,-,NEVADA,,20212753,POINT (-114.916992 39.283294)
NEW MEXICO,2021,27,2,,3,,15,,12,,,-,1,,,-,,-,NEW MEXICO,,20212754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,27,,-,66,,218,,270,,,-,2,,4,,3,,,EAST NORTH CENTRAL,20212714,
TENNESSEE,2021,27,1,,7,,43,,63,,,-,1,,1,,,-,TENNESSEE,,20212742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,27,,-,4,,18,,34,,,-,0,,,-,,-,CONNECTICUT,,20212703,POINT (-72.738288 41.575155)
MARYLAND,2021,27,4,,7,,77,,71,,,-,0,,,-,,-,MARYLAND,,20212733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,27,,-,8,,35,,17,,,-,0,,,-,,-,SOUTH CAROLINA,,20212735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,27,,-,5,,6,,30,,,-,1,,1,,1,,OKLAHOMA,,20212746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,27,,-,3,,,-,17,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212765,POINT (145.725693 15.1834)
OHIO,2021,27,,-,48,,17,,65,,,-,0,,,-,,-,OHIO,,20212718,POINT (-82.70936 40.415534)
MINNESOTA,2021,27,,-,17,,44,,55,,,-,0,,,-,,-,MINNESOTA,,20212723,POINT (-94.198308 46.349153)
LOUISIANA,2021,27,,-,7,,37,,54,,,-,1,,,-,,-,LOUISIANA,,20212745,POINT (-91.840238 30.921314)
HAWAII,2021,27,,-,5,,53,,52,,,-,0,,,-,,-,HAWAII,,20212760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,27,9,,51,,347,,624,,,-,1,,1,,1,,,SOUTH ATLANTIC,20212728,
PENNSYLVANIA,2021,27,4,,10,,80,,73,,,-,0,,,-,,-,PENNSYLVANIA,,20212713,POINT (-77.838886 40.896694)
UTAH,2021,27,,-,4,,2,,14,,,-,0,,,-,,-,UTAH,,20212755,POINT (-111.678222 39.323779)
COLORADO,2021,27,,-,7,,25,,24,,,-,1,,2,,,-,COLORADO,,20212750,POINT (-105.547832 38.998552)
VERMONT,2021,27,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20212708,POINT (-72.662695 44.075252)
KENTUCKY,2021,27,,-,5,,28,,35,,,-,2,,3,,1,,KENTUCKY,,20212740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,27,,-,4,,7,,14,,,-,0,,,-,,-,PUERTO RICO,,20212767,POINT (-66.414655 18.215692)
MAINE,2021,27,,-,1,,7,,10,,,-,0,,,-,,-,MAINE,,20212704,POINT (-69.06137 45.117911)
VIRGINIA,2021,27,4,,16,,73,,69,,,-,1,,,-,1,,VIRGINIA,,20212736,POINT (-78.666382 37.510861)
ARIZONA,2021,27,,-,6,,47,,83,,,-,0,,,-,1,,ARIZONA,,20212749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,27,,-,1,,,-,2,,,-,0,,,-,,-,,AMERICAN SAMOA,20212764,
WISCONSIN,2021,27,,-,4,,27,,18,,,-,1,,2,,,-,WISCONSIN,,20212719,POINT (-89.732969 44.639954)
IDAHO,2021,27,,-,1,,,-,7,,,-,1,,2,,,-,IDAHO,,20212751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,27,,-,0,,,-,4,,,-,0,,,-,,-,VIRGIN ISLANDS,,20212768,POINT (-64.840836 18.060868)
MICHIGAN,2021,27,,-,9,,,-,40,,,-,1,,,-,,-,MICHIGAN,,20212717,POINT (-85.730977 44.874798)
GEORGIA,2021,27,,-,11,,88,,139,,,-,0,,,-,,-,GEORGIA,,20212732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,27,17,,19,,271,,226,,,-,1,,1,,,-,,NEW YORK CITY,20212712,
ARKANSAS,2021,27,1,,4,,39,,33,,,-,1,,,-,9,,ARKANSAS,,20212744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,27,,-,3,,4,,22,,,-,0,,,-,,-,MISSISSIPPI,,20212741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,27,,-,2,,7,,11,,,-,0,,,-,,-,SOUTH DAKOTA,,20212727,POINT (-100.230491 44.43614)
WYOMING,2021,27,,-,1,,1,,,-,,-,1,,,-,1,,WYOMING,,20212756,POINT (-107.55145 42.999627)
MISSOURI,2021,27,,-,5,,36,,33,,,-,2,,1,,7,,MISSOURI,,20212724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,27,21,,102,,502,,438,,,-,1,,1,,,-,,MIDDLE ATLANTIC,20212709,
CALIFORNIA,2021,27,2,,60,,545,,852,,,-,0,,,-,1,,CALIFORNIA,,20212759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,27,,-,2,,5,,8,,,-,0,,,-,,-,WEST VIRGINIA,,20212737,POINT (-80.613729 38.642579)
FLORIDA,2021,27,,-,12,,,-,224,,,-,0,,,-,,-,FLORIDA,,20212731,POINT (-82.420978 28.260731)
MONTANA,2021,27,,-,3,,1,,,-,,-,1,,1,,1,,MONTANA,,20212752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,27,,-,24,,118,,166,,,-,3,,10,,17,,,WEST NORTH CENTRAL,20212720,
MASSACHUSETTS,2021,27,,-,7,,63,,73,,,-,1,,,-,2,,MASSACHUSETTS,,20212705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,27,2,,15,,125,,172,,,-,2,,5,,3,,,MOUNTAIN,20212748,
INDIANA,2021,27,,-,21,,70,,47,,,-,1,,2,,1,,INDIANA,,20212716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,27,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20212769,
US TERRITORIES,2021,27,,-,7,,35,,73,,,-,0,,,-,,-,,US TERRITORIES,20212763,
ALABAMA,2021,32,4,,7,,50,,34,,,-,1,,,-,,-,ALABAMA,,20213239,POINT (-86.844516 32.756889)
KANSAS,2021,32,,-,7,,25,,20,,,-,3,,9,,7,,KANSAS,,20213222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,32,,-,21,,75,,90,,,-,1,,1,,,-,NORTH CAROLINA,,20213234,POINT (-79.130883 35.52603)
GUAM,2021,32,2,,3,,40,,42,,,-,0,,,-,,-,GUAM,,20213266,POINT (144.653198 13.3532)
NEW JERSEY,2021,32,8,,86,,113,,81,,,-,1,,,-,1,,NEW JERSEY,,20213210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,32,,-,3,,16,,14,,,-,0,,,-,1,,NEW MEXICO,,20213254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,32,,-,67,,365,,335,,,-,2,,7,,4,,,EAST NORTH CENTRAL,20213214,
TENNESSEE,2021,32,1,,7,,50,,74,,,-,1,,1,,,-,TENNESSEE,,20213242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,32,,-,4,,23,,37,,,-,0,,,-,,-,CONNECTICUT,,20213203,POINT (-72.738288 41.575155)
MARYLAND,2021,32,,-,7,,86,,88,,,-,0,,,-,,-,MARYLAND,,20213233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,32,,-,8,,43,,22,,,-,0,,,-,,-,SOUTH CAROLINA,,20213235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,32,,-,5,,6,,38,,,-,1,,1,,2,,OKLAHOMA,,20213246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,32,,-,2,,6,,21,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213265,POINT (145.725693 15.1834)
OHIO,2021,32,,-,49,,48,,71,,,-,0,,,-,,-,OHIO,,20213218,POINT (-82.70936 40.415534)
MINNESOTA,2021,32,,-,17,,69,,60,,,-,0,,,-,,-,MINNESOTA,,20213223,POINT (-94.198308 46.349153)
LOUISIANA,2021,32,,-,7,,37,,59,,,-,1,,,-,,-,LOUISIANA,,20213245,POINT (-91.840238 30.921314)
HAWAII,2021,32,,-,5,,58,,63,,,-,0,,,-,,-,HAWAII,,20213260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,32,1,,51,,452,,723,,,-,1,,1,,2,,,SOUTH ATLANTIC,20213228,
PENNSYLVANIA,2021,32,1,,10,,92,,92,,,-,0,,,-,,-,PENNSYLVANIA,,20213213,POINT (-77.838886 40.896694)
UTAH,2021,32,,-,4,,3,,14,,,-,0,,,-,,-,UTAH,,20213255,POINT (-111.678222 39.323779)
COLORADO,2021,32,,-,7,,29,,30,,,-,1,,2,,1,,COLORADO,,20213250,POINT (-105.547832 38.998552)
VERMONT,2021,32,,-,2,,2,,2,,,-,0,,,-,,-,VERMONT,,20213208,POINT (-72.662695 44.075252)
KENTUCKY,2021,32,,-,5,,30,,41,,,-,2,,7,,2,,KENTUCKY,,20213240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,32,,-,4,,8,,16,,,-,0,,,-,,-,PUERTO RICO,,20213267,POINT (-66.414655 18.215692)
MAINE,2021,32,,-,1,,8,,10,,,-,0,,,-,,-,MAINE,,20213204,POINT (-69.06137 45.117911)
VIRGINIA,2021,32,1,,16,,86,,81,,,-,1,,,-,1,,VIRGINIA,,20213236,POINT (-78.666382 37.510861)
ARIZONA,2021,32,,-,6,,60,,91,,,-,0,,,-,1,,ARIZONA,,20213249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,32,,-,1,,,-,3,,,-,0,,,-,,-,,AMERICAN SAMOA,20213264,
WISCONSIN,2021,32,,-,4,,39,,23,,,-,1,,3,,1,,WISCONSIN,,20213219,POINT (-89.732969 44.639954)
IDAHO,2021,32,,-,1,,1,,8,,,-,1,,2,,1,,IDAHO,,20213251,POINT (-114.659366 44.389073)
MICHIGAN,2021,32,,-,11,,69,,59,,,-,1,,1,,,-,MICHIGAN,,20213217,POINT (-85.730977 44.874798)
GEORGIA,2021,32,,-,10,,117,,153,,,-,0,,,-,,-,GEORGIA,,20213232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,32,4,,19,,312,,275,,,-,1,,1,,,-,,NEW YORK CITY,20213212,
ARKANSAS,2021,32,,-,4,,43,,40,,,-,1,,,-,14,,ARKANSAS,,20213244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,32,1,,2,,7,,27,,,-,0,,,-,,-,MISSISSIPPI,,20213241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,32,,-,2,,7,,12,,,-,1,,3,,7,,SOUTH DAKOTA,,20213227,POINT (-100.230491 44.43614)
WYOMING,2021,32,,-,1,,1,,,-,,-,1,,,-,2,,WYOMING,,20213256,POINT (-107.55145 42.999627)
MISSOURI,2021,32,,-,5,,37,,41,,,-,2,,1,,9,,MISSOURI,,20213224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,32,16,,102,,598,,543,,,-,1,,1,,1,,,MIDDLE ATLANTIC,20213209,
CALIFORNIA,2021,32,6,,60,,729,,1016,,,-,2,,,-,1,,CALIFORNIA,,20213259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,32,,-,2,,6,,9,,,-,0,,,-,,-,WEST VIRGINIA,,20213237,POINT (-80.613729 38.642579)
FLORIDA,2021,32,,-,12,,,-,262,,,-,0,,,-,,-,FLORIDA,,20213231,POINT (-82.420978 28.260731)
MONTANA,2021,32,,-,3,,1,,,-,,-,1,,1,,1,,MONTANA,,20213252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,32,,-,24,,167,,195,,,-,3,,19,,36,,,WEST NORTH CENTRAL,20213220,
MASSACHUSETTS,2021,32,,-,7,,78,,88,,,-,1,,3,,3,,MASSACHUSETTS,,20213205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,32,,-,15,,149,,192,,,-,2,,5,,7,,,MOUNTAIN,20213248,
INDIANA,2021,32,,-,21,,76,,60,,,-,1,,3,,1,,INDIANA,,20213216,POINT (-86.2818 39.919991)
US TERRITORIES,2021,32,2,,7,,54,,86,,,-,0,,,-,,-,,US TERRITORIES,20213263,
US RESIDENTS,2021,33,60,,336,,3679,,4363,,1,,7,,52,,80,,,US RESIDENTS,20213301,
NORTH DAKOTA,2021,39,,-,1,,7,,10,,,-,1,,1,,8,,NORTH DAKOTA,,20213926,POINT (-100.46931 47.446305)
NEVADA,2021,39,,-,4,,42,,43,,,-,0,,,-,,-,NEVADA,,20213953,POINT (-114.916992 39.283294)
